person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_085,Event0189,"Cappello, Giovanni","Cappello, Giovanni accreditation",accreditation,,1629-09-04,4 settembre 1629,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 19, cc. 55v-56v."
Person_085,Event0190,"Cappello, Giovanni","Cappello, Giovanni election",election,"Ambasciatore per trattare la pace. Venne trattenuto ad Adrianopoli. Fin dal 1654 fu sostituito dal segretario, poi cancellier grande, Giovanni Battista Ballarin († 29 settembre 1666) e quindi dai segretari Giovanni Battista Padavin († 1667), Girolamo Giavarina (†1667), Giovanni Cappello e Giovanni Pietro Cavalli. Morì in Turchia il 4 novembre 1662.",,6 giugno 1652,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 16, c. 131b."
Person_087,Event0191,"Cappello, Girolamo","Cappello, Girolamo Commission",Commission,commissione,,13 agosto 1595,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 9, cc. 42v-46v."
Person_089,Event0192,"Cappello, Nicolò","Cappello, Nicolò ",,,,19 febbraio 1567,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 3, cc. 63v-66."
Person_090,Event0193,"Carli, Gian Rinaldo","Carli, Gian Rinaldo Birth",Birth,born,,1646,,,,,,,,,
Person_090,Event0194,"Carli, Gian Rinaldo","Carli, Gian Rinaldo death",death,6/27/1722: deceased,1722-06-27,,,,,,,,,,
Person_090,Event0195,"Carli, Gian Rinaldo","Carli, Gian Rinaldo employment",employment,1677: public dragoman w Prov Gen in Dalmatia. ,,1677,,,,,,,,,
Person_090,Event0196,"Carli, Gian Rinaldo","Carli, Gian Rinaldo employment",employment,"9/12/1678: gdl Carli employed by Prov. Gen. in Dalmatia w great satisfacn. info fwded to bailo [Delib. Cost. R. 34, c. 110v",1678-09-12,,,,,,,,,,
Person_090,Event0197,"Carli, Gian Rinaldo","Carli, Gian Rinaldo employment end",employment end,,1719-09-14,1719,,,,,,,,,
Person_090,Event0198,"Carli, Gian Rinaldo","Carli, Gian Rinaldo Employment End",Employment End,,1904-09-14,1719,,,,,,,,,
Person_090,Event0199,"Carli, Gian Rinaldo","Carli, Gian Rinaldo employment",employment,began service as GdL in Istanbul around 1670. ,1670-01-01,ca. 1670,,,,,,,,,
Person_090,Event0200,"Carli, Gian Rinaldo","Carli, Gian Rinaldo appraisal",appraisal,1680: Bailo Morosini asks that Carli returns to Istanbul bec needed someone capable like him 'dotato in molte cognitioni et esperienze' [Paladino 1917: 194.,,1680,,,,,,,,,
Person_090,Event0201,"Carli, Gian Rinaldo","Carli, Gian Rinaldo petition",petition,"1682: supplica by Rinaldo Carli, dragoman in Costantinopoli. has served for 18 yrs. his uncle: Christoforo Tarsia. his cousins ask to be elected dragomans in place of recently deceased Pietro Fortis. VS note that Giacomo Fortis was elected but say that Carli was more worthy - testimony of Bailo in Costantinopoli Moresini. see under: Tarsia, Tommaso; Paladino 1917.PAGE NUMBERS; see also Infelise 1997",,1682,,,,,,,,,
Person_090,Event0202,"Carli, Gian Rinaldo","Carli, Gian Rinaldo travel",travel,c. 1684: spends some time in Venice [Infelise 1997: 192,,ca. 1684,,,,,,,,,
Person_090,Event0203,"Carli, Gian Rinaldo","Carli, Gian Rinaldo authorship",authorship,1688: publication of Della letteratura de' turchi [Infelise 1997: 192,,1688,,,,,,,,,
Person_090,Event0204,"Carli, Gian Rinaldo","Carli, Gian Rinaldo travel",travel,"1691: followed secretary Cappello to Austria & Hungary, for peace negotiations [Infelise 1997: 195",,1691,,,,,,,,,
Person_090,Event0205,"Carli, Gian Rinaldo","Carli, Gian Rinaldo departure",departure,1699-1700: sent to Kˆtˆr to work for commissario ai confini in Dalmazia e Albania [Infelise 1997: 196,,1699,,,1700,,,,,,
Person_090,Event0206,"Carli, Gian Rinaldo","Carli, Gian Rinaldo travel",travel,1709: accompanied to Istanbul bailo Alvise Mocenigo [Infelise 1997: 196,,1709,,,,,,,,,
Person_090,Event0207,"Carli, Gian Rinaldo","Carli, Gian Rinaldo employment",employment,"1713: served in Istanbul under Andrea Memo, when Ven embassy taken hostage and imprisoned, was only dragoman to remain loyal accordg to Memo, despite fact of havg local wife [Infelise 1997: 196 ",,1713,,,,,,,,,
Person_090,Event0208,"Carli, Gian Rinaldo","Carli, Gian Rinaldo ",,"1715: released together w Memo, arrives in Ven [Infelise 1997: 197",,1715,,,,,,,,,
Person_090,Event0209,"Carli, Gian Rinaldo","Carli, Gian Rinaldo promotion",promotion,"3/21/1716: apptd by Senate as Grand Dragoman, conferred title of count [Infelise 1997: 197",1716-03-21,,,,,,,,,,
Person_092,Event0210,"Caruso, Cristofallo","Caruso, Cristofallo birth",birth,birth,,,,,,,Cefalonia,,,,
Person_092,Event0211,"Caruso, Cristofallo","Caruso, Cristofallo Petition",Petition,"Per la morte de Mr Dimitri Guerin è vacatto l'Officio de interprete della lingua Greca et Italiana nella Ceffalonia al quale egli era sta eletto p[er Parte dell'Ecc.mo Senato, onde desiderando io Cristofallo Caruso, Citadino di quella Citta et devotiss.o servo dela Ser.ta V.a impiegare la Perssona mia in esso Carico Sperando dar sodisfacione Compitta a li publici rapresentatti i quanto occoreva p[er publico servittio e con universale sodisfacione essendo io nato de fameglia benemeritta et havendo noi et in bisogno de Nasso Somministrato et Prontam.te Servito senza alcuna ricognocione et di Biave et di denari Come deli atestatti appar, vengo riverentemte a suplicarla che si degni con esso ecc.mo senatto Conferire questo Carico nella p[ersona mia con li emolum.ti et oblighi con quali e stato et dal sud.to Guerin et daltri esercittato, Proetendole di adoperarmi in esso di quel modo che si coviene al debbito et desiderio che ho di non reussire inferiore alli mei antenatti in ogni ocasione dove si trati l'honore et servicio di V. Serta. Gr'e",,,,,,,,,,,
Person_093,Event0212,"Cavalli, Marino","Cavalli, Marino election",election,election,1566-10-21,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 3, c. 76b. "
Person_093,Event0213,"Cavalli, Marino","Cavalli, Marino Commission",Commission,commission,,4 giugno 1558,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 71, cc. 37v-40."
Person_093,Event0214,"Cavalli, Marino","Cavalli, Marino Commission",Commission,commission,,19 febbraio 1567,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 3, cc. 63v-66."
Person_093,Event0215,"Cavalli, Marino","Cavalli, Marino Commission",Commission,commission,,4 giugno 1558,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 71, cc. 37v-40."
Person_093,Event0216,"Cavalli, Marino","Cavalli, Marino election",election,Ambasciatore per congratularsi con Selim II per la sua ascesa al trono.,,21 Ottobre 1566,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 3, c. 76b."
Person_094,Event0217,"Cernovic, Michele","Cernovic, Michele Birth",Birth,Birth,,,,,,,Bulgaria; Ragusa,,,,
Person_094,Event0218,"Cernovic, Michele","Cernovic, Michele employment end",employment end,,1563-04-11,1563,,,,,,,,,
Person_094,Event0219,"Cernovic, Michele","Cernovic, Michele appointment; appraisal; dismissal",appointment; appraisal; dismissal,hired by bailo Marino Cavalli who is 'pratico di leggi come un avvocato' to replace Turkish teacher in residence. dismissed in 1563 'sotto accusa di infedeltà',,,,,,,,,,,
Person_094,Event0220,"Cernovic, Michele","Cernovic, Michele employment",employment,dragoman of various baili in Istanbul b/w 1556 & 1563 and in reality 'explorator secretus' of emperor Ferdinand I,,1556,,,1563,,,,,,
Person_094,Event0221,"Cernovic, Michele","Cernovic, Michele ",,"failed attempt to receive permission from Ottn gvt, Ven tried to assassin him durg trip to Rome, but failed.",,,,,,,,,,,
Person_094,Event0222,"Cernovic, Michele","Cernovic, Michele ",,"his accomplice: vescovo of Lesina Zaccaria Dolfin, Ven noble & apostolic nunzio to Vienna, banned for life from t Repub.",,,,,,,,,,,
Person_094,Event0223,"Cernovic, Michele","Cernovic, Michele dismissal",dismissal,fired nd Lucchetta 1989: 22,,,,,,,,,,,
Person_094,Event0224,"Cernovic, Michele","Cernovic, Michele appraisal",appraisal,"1563: Andrea Dandolo vicebailo (Alberi III.III: 172): 'Per esser messer Michiel Cernovicchio dragoman grande molto fedel servitore di Vostra Serenità e molto pratico delle cose di quella corte, e facendo l'officio suo con molta integrità e riputazione e grandezza di Vostra Serenità e di VV. II. SS., non mi è parso di tacere questa parte, acciò Vostra Serenità viva soddisfatta della sua servitù e contenta di un suo cos"" dabbene e fedel servitore.'",,1563,,,,,,,,,
Person_098,Event0225,"Civran, Girolamo","Civran, Girolamo Birth",Birth,Birth,,late 15th century,,,,,Cyprus,,,,
Person_098,Event0226,"Civran, Girolamo","Civran, Girolamo Death",Death,,1549-09-18,,,,,,,,,,pre
Person_098,Event0227,"Civran, Girolamo","Civran, Girolamo employment end",employment end,,,1549,,,,,,,,,
Person_098,Event0228,"Civran, Girolamo","Civran, Girolamo employment",employment,"1515: first record of his serving as interpreter of
Greek and Turkish during Ottoman officials’ visits",,1515,,,,,,,,,
Person_098,Event0229,"Civran, Girolamo","Civran, Girolamo travel",travel,"1524-1531: sent numerous times to Dalmatia,
where he interpreted in border negotiations between Venetian and Ottoman
provincial governors",,1524,,,1531,,,,,,
Person_098,Event0230,"Civran, Girolamo","Civran, Girolamo appointment; employment",appointment; employment,1534: appointed Public Dragoman with the Board of Trade concurrently with his employment in the Chancellery,,1534,,,,,,,,,
Person_098,Event0231,"Civran, Girolamo","Civran, Girolamo appointment",appointment,12/15/1534: appointed to attend sensali's transactions with Turkish merchants,1534-12-15,,,,,,,,,,
Person_099,Event0232,"Civran, Pietro","Civran, Pietro Commission",Commission,commission,1679-07-01,1 July 1679,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 34, cc. 123v-130v."
Person_100,Event0233,"Cocco, Nicolò","Cocco, Nicolò Commission",Commission,commission,,27 novembre 1470,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 24, cc. 164v-166."
Person_102,Event0234,"Colivan, Piero","Colivan, Piero Birth",Birth,Birth,,,,,,,Modon,,,,
Person_102,Event0235,"Colivan, Piero","Colivan, Piero employment end",employment end,,1532-09-19,post1532-09-19,,,,,,,,,
Person_102,Event0236,"Colivan, Piero","Colivan, Piero appointment",appointment,was appt 'interprete di Monovasia' in 1522 in recognin of his virtue & 'tante latture pattite nella infelicita di quella citta',,1522,,,,,,,,,
Person_102,Event0237,"Colivan, Piero","Colivan, Piero salary",salary,"salary: 2 ducta a month. senate decides to double salary --after 4 ducats. paid from Candia. salary should go back to 2 ducats for next person in office, after Piero's death.",,,,,,,,,,,
Person_102,Event0238,"Colivan, Piero","Colivan, Piero ",,11/11/0160,,,,,,,,,,,
Person_103,Event0239,"Contarini, Alessandro","Contarini, Alessandro Commission",Commission,commission,,2 settembre 1545,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 64, cc. 64-66."
Person_104,Event0240,"Contarini, Alvise","Contarini, Alvise Commission",Commission,commission,,2 agosto 1636,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 23, cc. 35v-42v."
Person_105,Event0241,"Contarini, Bartolomeo","Contarini, Bartolomeo Commission",Commission,commission,,26 maggio 1517,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 47, cc. 59-61v."
Person_106,Event0242,"Contarini, Francesco","Contarini, Francesco Commission",Commission,commission,1602-07-30,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 9, cc. 182-186v."
Person_106,Event0243,"Contarini, Francesco","Contarini, Francesco Commission",Commission,commission,,14 agosto 1618,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 12, cc. 90v-93v."
Person_106,Event0244,"Contarini, Francesco","Contarini, Francesco Commission",Commission,commission,,30 July 1602,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 9, cc. 182-186v."
Person_106,Event0245,"Contarini, Francesco","Contarini, Francesco election",election,"Ambasciatore per congratularsi con Mustafa I, poi Osman II, per la sua ascesa al trono.",,"13 January, 28 April 1618",,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 9, c. 131b."
Person_108,Event0246,"Contarini, Paolo","Contarini, Paolo Commission",Commission,commission,1580-03-19,19 March 1580,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 6, cc. 2-5v."
Person_109,Event0247,"Contarini, Simone","Contarini, Simone election",election,election,,10 ottobre 1623,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 11, c. 131b."
Person_109,Event0248,"Contarini, Simone","Contarini, Simone election",election,election,1622-07-05,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 10, c. 131b. "
Person_109,Event0249,"Contarini, Simone","Contarini, Simone Commission",Commission,commission,,31 maggio 1608,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 10, cc. 143v-148."
Person_109,Event0250,"Contarini, Simone","Contarini, Simone Commission",Commission,commission,,22 agosto 1624,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 15, cc. 93v-96v."
Person_109,Event0251,"Contarini, Simone","Contarini, Simone election",election,"Eletto per congratularsi con Mustafa I per il suo ritornato sul trono, poi con Murad IV per la sua ascesa al trono.",,5 luglio 1622,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 10, c. 131b."
Person_110,Event0252,"Contarini, Simone","Contarini, Simone Commission",Commission,commission,,28 novembre 1733,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 42, cc. 31v-38."
Person_110,Event0253,"Contarini, Simone","Contarini, Simone ",,,,19 marzo 1528,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 53, cc. 2v-4v."
Person_111,Event0254,"Contarini, Tommaso","Contarini, Tommaso Commission",Commission,,,10 March 1519,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 48, cc. 2-3v."
Person_111,Event0255,"Contarini, Tommaso","Contarini, Tommaso election",election,election,1539-06-14,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 1, c. 56a; SAVP , reg. B, c. 84v; SS , reg. 60, cc. 34v-35. Archivio di Stato di Venezia, SS, reg. 60, cc. 91v-92."
Person_111,Event0256,"Contarini, Tommaso","Contarini, Tommaso election",election,election,1532-12-16,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 1, c. 56a; Archivio di Stato di Venezia, SAVP, reg. B, c. 84; SS , reg. 55, cc. 45v-46. "
Person_111,Event0257,"Contarini, Tommaso","Contarini, Tommaso Commission",Commission,commission,1519-03-10,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 48, cc. 2-3v."
Person_111,Event0258,"Contarini, Tommaso","Contarini, Tommaso Commission",Commission,commission,,5 aprile 1533,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 55, cc. 69-71v."
Person_111,Event0259,"Contarini, Tommaso","Contarini, Tommaso Commission",Commission,commission,1528-03-19,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 53, cc. 2v-4v."
Person_111,Event0260,"Contarini, Tommaso","Contarini, Tommaso election",election,Ambasciatore per ringraziare il sultano di forniture di grano e nitrati.,,12 dicembre 1527,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 52, cc. 120v-121."
Person_111,Event0261,"Contarini, Tommaso","Contarini, Tommaso election",election,Ambasciatore per fugare i sospetti di un’intesa tra la Repubblica e i Cesarei a presa di Salona in Dalmazia.,,16 dicembre 1532,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 1, c. 56a; Archivio di Stato di Venezia, SAVP, reg. B, c. 84; SS , reg. 55, cc. 45v-46."
Person_111,Event0262,"Contarini, Tommaso","Contarini, Tommaso election",election,Ambasciatore per trattare la pace; non ottenne nulla.,,14 giugno 1539,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 1, c. 56a; SAVP , reg. B, c. 84v; SS , reg. 60, cc. 34v-35. Archivio di Stato di Venezia, SS, reg. 60, cc. 91v-92."
Person_115,Event0263,"Cornaro, Alessandro","Cornaro, Alessandro employment end",employment end,,1632-01-10,pre1632-01-10,,,,,,,,,
Person_117,Event0264,"Corner, Pietro","Corner, Pietro Audit",Audit,Ambasciatore per trattare con Murad I un’alleanza in funzione anti-genovese.,1377-03-09,9 marzo 1377,,,,,,,,,"Archivio di Stato di Venezia, S, reg. 1, c. 133."
Person_119,Event0265,"Correr, Giovanni","Correr, Giovanni Commission",Commission,commissione,,16 aprile 1575,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 4, cc. 107v-111."
Person_121,Event0266,"Corressi, Niccolò","Corressi, Niccolò Birth",Birth,Birth,,,,,,,Crete; Istanbul,,,,date questionable
Person_121,Event0267,"Corressi, Niccolò","Corressi, Niccolò appointment",appointment,"1581: appointed 'interprete pubblico a Candia' 'quale possiede felicemente la lingua turchesca.' ASV, Duca di Candia, busta 55, officiali, reg. 3, c. 49r-v (April 24, 1581)",1581-04-24,"24 Aprile, 1581",,,,,,,,,
Person_122,Event0268,"Cortivo, Sebastiano del","Cortivo, Sebastiano del Birth",Birth,Birth,,,,,,,Venice,,,,
Person_122,Event0269,"Cortivo, Sebastiano del","Cortivo, Sebastiano del employment end",employment end,,1554-01-01,post1554,Gregorian,,,,,,,,
Person_122,Event0270,"Cortivo, Sebastiano del","Cortivo, Sebastiano del Employment End",Employment End,,1904-04-02,post1554,,,,,,,,,
Person_122,Event0271,"Cortivo, Sebastiano del","Cortivo, Sebastiano del travel",travel,sent to Istanbul to learn Turkish,,,,,,,,,,,
Person_122,Event0272,"Cortivo, Sebastiano del","Cortivo, Sebastiano del appraisal",appraisal,"1554: according to Trevisan's relazione, makes good progress",1544-01-01,,,,,,,,,,
Person_123,Event0273,"daCanal, Giacomo","daCanal, Giacomo Commission",Commission,commission,1537-05-26,26 maggio 1537,Gregorian,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 58, cc. 19-20."
Person_123,Event0274,"daCanal, Giacomo","daCanal, Giacomo Commission",Commission,commissione,,26 maggio 1537,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 58, cc. 19-20."
Person_125,Event0275,"daLezze, Andrea","daLezze, Andrea Commission",Commission,commission,1748-03-07,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 46, cc. 4-10v."
Person_125,Event0276,"daLezze, Andrea","daLezze, Andrea Commission",Commission,commissione,,7 March 1748,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 46, cc. 4-10v."
Person_126,Event0277,"Damiani, Paolo","Damiani, Paolo Birth",Birth,Birth,,,,,,,Bar (Montenegro),,,,
Person_126,Event0278,"Damiani, Paolo","Damiani, Paolo employment end",employment end,,1632-01-10,post 1632-01-10,Gregorian,,,,,,,,
Person_126,Event0279,"Damiani, Paolo","Damiani, Paolo Employment End",Employment End,,1632-01-10,post1632-01-10,,,,,,,,,
Person_126,Event0280,"Damiani, Paolo","Damiani, Paolo employment",employment,"1608: mentioned in Ecnebi Defteri as dragoman sent to work for the Venetian consuls and merchants of cairo [Ecnebi defterleri 13, fol. 27, #232",1608-01-01,,,,,,,,,,
Person_126,Event0281,"Damiani, Paolo","Damiani, Paolo privileges",privileges,"late 1612/early 1613: Porte reaffirms D's right to import, customs-free, 5 barrels of wine from Venice annually, in accordance w ahdname [Ecnebi defterleri 13, fol. 49, #490",1613-01-01,,,,,,,,,,
Person_126,Event0282,"Damiani, Paolo","Damiani, Paolo employment; travel",employment; travel,"1626: First Dragoman under Consul Foscarini in Cairo, received sultanic permission to travel with F to Jerusalem [ASVe, BaC, DT, 251, 05, 86v",1626-01-01,,,,,,,,,,
Person_126,Event0283,"Damiani, Paolo","Damiani, Paolo ",,"1632: Giovanni Donado, consolo nel Cairo asks for approval for appt of PD as Dragomano del Cairo. previous dragoman: Alessandro Cornaro; annual salary: 200 ducati venetiani che sono reali 235. VS thk it's too little for curent times, but Damiani's request for double seems too much. recommend sthg in b/w to be decided by gvt takg into considern his numerous fam. ",1632-01-01,,,,,,,,,,
Person_128,Event0284,"Dandolo, Andrea","Dandolo, Andrea ",,,,31 agosto 1428,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 10, cc. 172v-175; Thiriet, Sénat, II, n. 2109."
Person_129,Event0285,"Dandolo, Giacomo","Dandolo, Giacomo Commission",Commission,commission,,,,,,,,,,,
Person_129,Event0286,"Dandolo, Giacomo","Dandolo, Giacomo Commission",Commission,commission,,31 agosto 1428,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 10, cc. 172v-175; Thiriet, Sénat, II, n. 2109."
Person_129,Event0287,"Dandolo, Giacomo","Dandolo, Giacomo election",election,"Inviato, come capitano di Salonicco, a Murad II per trattare la pace. Fatto prigioniero probabilmente morì in prigione.",,17 agosto 1428,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 57, c. 29; Thiriet, Sénat, II, n. 2105."
Person_129,Event0288,"Dandolo, Giacomo","Dandolo, Giacomo election",election,,1428-08-17,,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 57, c. 29; Thiriet, Sénat, II, n. 2105. "
Person_129,Event0289,"Dandolo, Giacomo","Dandolo, Giacomo Audit",Audit,,,21 aprile 1426,,,,,,,,,"Archivio di Stato di Venezia, S, reg. 1, c. 222v."
Person_129,Event0290,"Dandolo, Giacomo","Dandolo, Giacomo Audit",Audit,,,1 settembre 1428,,,,,,,,,"Archivio di Stato di Venezia, S, reg. 2, c. 18v."
Person_129,Event0291,"Dandolo, Giacomo","Dandolo, Giacomo Audit",Audit,,,21 aprile 1426,,,,,,,,,"Archivio di Stato di Venezia, S, reg. 1, c. 222v."
Person_130,Event0292,"Dandolo, Saraceno","Dandolo, Saraceno ",,,,7 aprile 1487,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 33, cc. 64v-65v."
Person_131,Event0293,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commission,,7 maggio 1481,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 30, cc. 11-11v."
Person_131,Event0294,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commission,,16 January e 4 February 1484,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 31, cc. 125-125v, 132-132v."
Person_131,Event0295,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commission,,,,,,,,,,,
Person_131,Event0296,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commission,1481-05-07,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 30, cc. 11-11v."
Person_131,Event0297,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commission,,16 January e 4 February 1484,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 31, cc. 125-125v, 132-132v."
Person_131,Event0298,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commission,1487-04-07,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 33, cc. 64v-65v."
Person_131,Event0299,"Dario, Giovanni","Dario, Giovanni Commission",Commission,commissione,,7 maggio 1481,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 30, cc. 11-11v."
Person_133,Event0300,"de’Bonisio, Giovanni","de’Bonisio, Giovanni Instructions",Instructions, istruzioni,1435-06-10,,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 59, c. 114v."
Person_133,Event0301,"de’Bonisio, Giovanni","de’Bonisio, Giovanni Instructions",Instructions, istruzioni,1435-06-10,,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 59, c. 114v."
Person_136,Event0302,"de’Greci, Pietro","de’Greci, Pietro Instructions",Instructions, istruzioni al bailo a Costantinopoli,,24 luglio 1413,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 50, cc. 14v-15; Thiriet, Sénat, II, n. 1496."
Person_136,Event0303,"de’Greci, Pietro","de’Greci, Pietro Instructions",Instructions, istruzioni al bailo a Costantinopoli,1413-07-24,,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 50, cc. 14v-15; Thiriet, Sénat, II, n. 1496."
Person_136,Event0304,"de’Greci, Pietro","de’Greci, Pietro Instructions",Instructions, istruzioni al bailo a Costantinopoli,,24 luglio 1413,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 50, cc. 14v-15; Thiriet, Sénat, II, n. 1496."
Person_137,Event0305,"de’Ludovici, Daniele","de’Ludovici, Daniele Commission",Commission,commission,,17 dicembre 1533,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 55, cc. 134-136."
Person_139,Event0306,"Diedo, Antonio","Diedo, Antonio Commission",Commission,,,27 March 1751,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 47, a. 1751, cc. 6-13."
Person_139,Event0307,"Diedo, Antonio","Diedo, Antonio Commission",Commission,commission,1751-03-27,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 47, a. 1751, cc. 6-13."
Person_140,Event0308,"Diedo, Bertuccio","Diedo, Bertuccio Commission",Commission,,,21 -23 July 1418,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 7, cc. 26v-27, 92v-93; Thiriet, Sénat, II, nn. 1706-1707, 1750."
Person_140,Event0309,"Diedo, Bertuccio","Diedo, Bertuccio Commission",Commission,commission,,21 -23 July 1418,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 7, cc. 26v-27, 92v-93; Thiriet, Sénat, II, nn. 1706-1707, 1750."
Person_142,Event0310,"Dolfin, Daniele","Dolfin, Daniele Commission",Commission,,,20 aprile 1726,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 39, cc. 46-54v."
Person_142,Event0311,"Dolfin, Daniele","Dolfin, Daniele Commission",Commission,commission,,20 aprile 1726,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 39, cc. 46-54v."
Person_143,Event0312,"Donà, Antonio","Donà, Antonio accreditation",accreditation,credenziali come ambasciatore,1755-03-22,,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 47, a. 1755, cc. 36v-38v."
Person_143,Event0313,"Donà, Antonio","Donà, Antonio accreditation",accreditation,credenziali come ambasciatore,,22 March 1755,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 47, a. 1755, cc. 36v-38v."
Person_144,Event0314,"Donà, Giovanni","Donà, Giovanni Commission",Commission,commission,,17 febbraio 1742,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 44, cc. 72v-78v."
Person_145,Event0315,"Donà, Leonardo","Donà, Leonardo Commission",Commission,commission,,5 agosto 1595,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 9, cc. 18v-22v."
Person_147,Event0316,"Dragazza, Silvio","Dragazza, Silvio election",election,"elected by Capo di Traù, his eldest son also elected in case of early death. replaces dragoman Rerulin [Herculin?",,,,,,,,,,,
Person_149,Event0317,"Emanuel, Filippo","Emanuel, Filippo birth",birth,birth,,,,,,,Cyprus,,,,
Person_149,Event0318,"Emanuel, Filippo","Emanuel, Filippo employment end",employment end,,1595-01-01,post1594,,,,,,,,,
Person_149,Event0319,"Emanuel, Filippo","Emanuel, Filippo Employment End",Employment End,,1904-05-12,post1594,,,,,,,,,
Person_152,Event0320,"Emo, Angelo","Emo, Angelo Commission",Commission,commission,1730-05-16,16 maggio 1730,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 41, cc. 12-20v."
Person_152,Event0321,"Emo, Angelo","Emo, Angelo commission",commission,commissione come bailo,,16 maggio 1730,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 41, cc. 12-20v."
Person_152,Event0322,"Emo, Angelo","Emo, Angelo election",election, elezione ad ambasciatore,1732-04-04,circa 19 aprile 1732,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 41, c. 150v."
Person_152,Event0323,"Emo, Angelo","Emo, Angelo ",,,,24 luglio 1427,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 10, cc. 65v-67; Sathas, Documents, pp. 182-186; Thiriet, Sénat, II, n. 2066. Archivio di Stato di Venezia, S, reg. 2, c. 3."
