person_id,title,given_name,family_name,name_parts,alt_family_names,alt_given_names,alt_name_parts,professions,gender,nations,languages,positions,events,related_people,notes
Person_085,"Cappello, Giovanni",Giovanni,Cappello,,,,,,Male,,,"Position064, Position065","Event0187, Event0188, Event0189, Event0190",,"Dispacci: Archivio di Stato di Venezia, SDC, f.109, nn. 239-248 (22 dicembre 1629-1 febbraio 1630); f. 110, nn. 1-16, 13-58; 22a (27 settembre 1629-29 agosto 1630); f. 111, nn. 59-62, 64-68, 70-87, 89-97; 70a (2 settembre 1630-19 febbraio 1631); f. 112, nn.98-105, 107-115, 117-121, 123-131, 133-138, 140-150, 152-169, 171-175, 177-181; 136bis; 173a (8 March 1631-29 febbraio 1632); f. 113, nn. 183-191, 193-209, 211-214, 216-225, 227-245, 247-251; 225a, 228a, 230a-b, 238a (17 March 1632-21 febbraio 1633); f. 114, nn. 1-3, 5-12; 8a, 17a-c, 23a-b (8 March -22 giugno 1633). Dispacci: Archivio di Stato di Venezia, SDC, f. 136, nn. 1-45; 16a, 18a, 42a-c (7 July 1652-20 febbraio 1654); f. 137, nn. 46-69, 72-76; 75a (19 March 1654-12 giugno 1655); f. 137A, nn. 77-95, 97-197; 105a, 142a, 147a, 151a, 156bis (13 giugno 1655-18 settembre 1662). Dispacci del segretario Ballarin, f. 137A, n. 147b (17 giugno 1660); f. 138, nn. 1-55; 13a, 20a, 30a, 32a, 34a, 39a, 40a (29 July 1654-12 giugno 1655); f. 139, nn. 56-58, 60-116; 56a, 62a, 66a-b, 75a-b, 77a-c, 89a, 101a-b, 102a, 108a-c (13 giugno 1655-28 febbraio 1656); f. 140, nn. 117-172, 174-177; 125a, 127a, 135a, 150a, 165a, 166a, 168a, 177a (1 March 1656-28 febbraio 1657); f. 141, nn. 178-196; 180a, 190a-b, 193a (1 aprile 1657-17 febbraio 1658); f. 142, nn. 198-225, 227-235, 238-250 (1 March 1658-13 febbraio 1659); f. 143, nn. 251-253, 255-280, 282-310; 256bis (2 March 1659-16 febbraio 1660); f. 144, nn. 311-346, 348-372; 333a, 365a (6 March 1660-24 febbraio 1661); f. 145, nn. 373-447 (6 March 1661-26 febbraio 1662); f. 146, nn. 448-524; 470a, 476a, 514a (1 March 1662-19 febbraio 1663); f. 147, nn. 525, 527-594; 531a, 533a, 536a, 544a, 546a, 553a, 576a (1 March 1663-25 febbraio 1664); f. 148, nn. 595-603, 606-619, 621-673; 597a, 632a, 648a (15 March 1664-26 febbraio 1665); f. 149, nn. 674-770; 676a, 751a (2 March 1665-20 febbraio 1666); f. 150, nn. 771-773, 775-833; 773a (16 March -16 settembre 1666).Dispacci: del segretario Padavin, f. 151, nn. 1-21, 23-34; 26bis, 34a (1 ottobre 1666-26 July 1667). Dispacci del segretario Giavarina, f. 152, nn. 1-18; 9a (25 gennaio-4 ottobre 1667). Dispacci del segretario Cavalli, f. 153, n. 32a (5 aprile 1669). Dispacci del segretario Cappello, f. 153, nn. 1-9 (26 July -28 agosto 1668); f. 155 bis, nn. 1-20, 22-33, 35-46 (7 febbraio 1671-2 March 1672); SAPC, n. 26 (copiario 7 febbraio 1671-2 March 1672).Dispacci: Archivio di Stato di Venezia, SDC, f. 136, nn. 1-45; 16a, 18a, 42a-c (7 July 1652-20 febbraio 1654); f. 137, nn. 46-69, 72-76; 75a (19 March 1654-12 giugno 1655); f. 137A, nn. 77-95, 97-197; 105a, 142a, 147a, 151a, 156bis (13 giugno 1655-18 settembre 1662). Dispacci del segretario Ballarin, f. 137A, n. 147b (17 giugno 1660); f. 138, nn. 1-55; 13a, 20a, 30a, 32a, 34a, 39a, 40a (29 July 1654-12 giugno 1655); f. 139, nn. 56-58, 60-116; 56a, 62a, 66a-b, 75a-b, 77a-c, 89a, 101a-b, 102a, 108a-c (13 giugno 1655-28 febbraio 1656); f. 140, nn. 117-172, 174-177; 125a, 127a, 135a, 150a, 165a, 166a, 168a, 177a (1 March 1656-28 febbraio 1657); f. 141, nn. 178-196; 180a, 190a-b, 193a (1 aprile 1657-17 febbraio 1658); f. 142, nn. 198-225, 227-235, 238-250 (1 March 1658-13 febbraio 1659); f. 143, nn. 251-253, 255-280, 282-310; 256bis (2 March 1659-16 febbraio 1660); f. 144, nn. 311-346, 348-372; 333a, 365a (6 March 1660-24 febbraio 1661); f. 145, nn. 373-447 (6 March 1661-26 febbraio 1662); f. 146, nn. 448-524; 470a, 476a, 514a (1 March 1662-19 febbraio 1663); f. 147, nn. 525, 527-594; 531a, 533a, 536a, 544a, 546a, 553a, 576a (1 March 1663-25 febbraio 1664); f. 148, nn. 595-603, 606-619, 621-673; 597a, 632a, 648a (15 March 1664-26 febbraio 1665); f. 149, nn. 674-770; 676a, 751a (2 March 1665-20 febbraio 1666); f. 150, nn. 771-773, 775-833; 773a (16 March -16 settembre 1666).Dispacci: del segretario Padavin, f. 151, nn. 1-21, 23-34; 26bis, 34a (1 ottobre 1666-26 July 1667). Dispacci del segretario Giavarina, f. 152, nn. 1-18; 9a (25 gennaio-4 ottobre 1667). Dispacci del segretario Cavalli, f. 153, n. 32a (5 aprile 1669). Dispacci del segretario Cappello, f. 153, nn. 1-9 (26 July -28 agosto 1668); f. 155 bis, nn. 1-20, 22-33, 35-46 (7 febbraio 1671-2 March 1672); SAPC, n. 26 (copiario 7 febbraio 1671-2 March 1672)."
Person_086,"Cappello, Giovanni",Giovanni,Cappello,,,,,Segretario del Consiglio di Dieci,Male,,,Position066,"Event0187, Event0188, Event0189, Event0190",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 163, nn. 1-46; 21a, 27a (17 July 1683-16 settembre 1684); SAPC, n. 32 (copiario, 21 July 1699-9maggio 1704), nn. 49-51 (minutario e in parte copiario 26 agosto 1699-22 febbraio 1704)."
Person_087,"Cappello, Girolamo",Girolamo,Cappello,,,,,,Male,,,Position067,Event0191,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 44 (dispacci inconsultabili) (14 novembre 1596-15 febbraio 1597); f. 45a, nn. 1-8 (15 febbraio-22 ottobre 1597); f. 45 (dispacci inconsultabili) (1 March -25 agosto 1597); f. 46, nn. 1-24; 6 settembre 1597-24 febbraio 1598); f. 47, nn. 1-36 (2 March -22 agosto 1598); f. 48, nn. 1-11 (15 dicembre 1598-12 febbraio 1599); f. 49, nn. 1-24, 27-29, 31-34 (1 March -21 agosto 1599); f. 50, nn. 1, 3-7, 9-11, 13-16, 18-21, 23-37 (4 settembre 1599-22 febbraio 1600); f. 51, nn. 2-25, 28-29, 35-39, 42-43 (6 March -26 agosto 1600); f. 52, nn. 1, 3-4, 9-11 (12 settembre-26 novembre 1600)."
Person_088,"Cappello, Michele",Michele,Cappello,,,,,,Male,,,Position068,Event0191,,
Person_089,"Cappello, Nicolò",Nicolò,Cappello,,,,,,Male,,,Position069,Event0192,,
Person_090,"Carli, Gian Rinaldo",Carli,Gian Rinaldo,,Carli,Gian Rinaldo;Gianrinaldo;Giovanni Rinaldo;Giovanrinaldo;Giovan Rinaldo;Rinaldo;Giovanni;Zuanne;Zuan;Giovan;Zuane,,Dragoman,Male,Istriana,Turkish,"Position070, Position071","Event0193, Event0194, Event0195, Event0196, Event0197, Event0198, Event0199, Event0200, Event0201, Event0202, Event0203, Event0204, Event0205, Event0206, Event0207, Event0208, Event0209","PersonPerson0083, PersonPerson0084, PersonPerson0085, PersonPerson0086",Paladino 1917; Infelise 1997; Scarpa 1998; Luca 2013b
Person_091,"Carrerio, Demostene",Demostene,Carrerio,,,,,,Male,,,,"Event0193, Event0194, Event0195, Event0196, Event0197, Event0198, Event0199, Event0200, Event0201, Event0202, Event0203, Event0204, Event0205, Event0206, Event0207, Event0208, Event0209",,
Person_092,"Caruso, Cristofallo",Caruso,Cristofallo,,Caruso;Carusi,Cristofalo;Christofalo;Christoforo;Cristoforo;Cristofolo;Christofolo;Christofero;Cristofero;Christoffero;Cristoffero;Christopulo;Cristopulo,,Dragoman,Male,Greca,Greek,Position072,"Event0210, Event0211",,
Person_093,"Cavalli, Marino",Marino,Cavalli,,,,,,Male,,,"Position073, Position074","Event0212, Event0213, Event0214, Event0215, Event0216",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 2B, nn. 18-22, 24-109, 111-114 (16 agosto 1558-29 agosto 1560). Dispacci: Archivio di Stato di Venezia, SDC, f. 2, nn. 7-8, 11, 16, 19, 21-27, 29-35 (7 March -10 July 1567).* Relazione: Archivio di Stato di Venezia, CR, b. 4; Albéri, Le relazioni, III/1, pp. 271-298. Relazione: W. Andreas, Eine unbekannte Venetianische Relation über die Turkei, «Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Philos. histor. Klasse», 1914. Dispacci: Archivio di Stato di Venezia, SDC, f. 2, nn. 7-8, 11, 16, 19, 21-27, 29-35 (7 March -10 July 1567).* Relazione: W. Andreas, Eine unbekannte Venetianische Relation über die Turkei, «Sitzungsberichte der Heidelberger Akademie der Wissenschaften, Philos. histor. Klasse», 1914."
Person_094,"Cernovic, Michele",Cernovic,Michele,,Chernovich;Cernovic;Cernovichio;Cernovicchio;Chernovichio;Chernovichi;Chernovicchi;Cernovici,Michele;Michiel,,Dragoman,Male,Albanese;Slava;,"Turkish;Slavic;Albanian;Arabic, a bit of Persian",Position075,"Event0217, Event0218, Event0219, Event0220, Event0221, Event0222, Event0223, Event0224",,"Lucchetta 1989: 22; Lamanskii 1884: 70-73; Bertelè 1932: 140, n. 106. Alberi II: 413fwd; Alberi III.III: 172; Preto 1994: 102, 113; Lesure 1983 Language Notes:Turkish; Slavic; Albanian; Arabic, a bit of Persian"
Person_095,"Ceroyco, Ambrosio",Ambrosio,Ceroyco,,,,,,Male,,,,"Event0217, Event0218, Event0219, Event0220, Event0221, Event0222, Event0223, Event0224",,
Person_096,"Civran, Donato",Donato,Civran,,,,,,Male,,,,"Event0217, Event0218, Event0219, Event0220, Event0221, Event0222, Event0223, Event0224",,
Person_097,"Civran, Francesco",Francesco,Civran,,,,,,Male,,,,"Event0217, Event0218, Event0219, Event0220, Event0221, Event0222, Event0223, Event0224",,
Person_098,"Civran, Girolamo",Civran,Girolamo,,Civran;Civrani,Girolamo;Gironimo;Hieronimo,,Dragoman,Male,Cipriota,Greek;Turkish,"Position076, Position077","Event0225, Event0226, Event0227, Event0228, Event0229, Event0230, Event0231","PersonPerson0087, PersonPerson0088",Scarcia 1969: lxiii; Neff 1985: 595
Person_099,"Civran, Pietro",Pietro,Civran,,,,,,Male,,,Position078,Event0232,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 160, nn. 125-138 (23 novembre 1679-11 March 1680); f. 161, nn. 1-42 (30 July 1679-8 ottobre 1681); SAPC, n. 30 (copiario, 30 July 1679-8 ottobre 1681).* Relazione: Barozzi-Berchet, Le relazioni, I/2, pp. 249-286; Firpo, Relazioni, XIII, pp. 1035-1071."
Person_100,"Cocco, Nicolò",Nicolò,Cocco,,,,,,Male,,,Position079,Event0233,,
Person_101,"Cocco, Nicolò",Nicolò,Cocco,,,,,,Male,,,Position080,Event0233,,
Person_102,"Colivan, Piero",Colivan,Piero,,Colivan;Colivran,Piero;Pietro;Petro: Piero,,Dragoman,Male,Greca,Greek,Position081,"Event0234, Event0235, Event0236, Event0237, Event0238",,
Person_103,"Contarini, Alessandro",Alessandro,Contarini,,,,,,Male,,,Position082,Event0239,,"Dispacci: Archivio di Stato di Venezia, SAPC, f. 4, nn. 1-117 (5 settembre 1545-9 ottobre 1547)."
Person_104,"Contarini, Alvise",Alvise,Contarini,,,,,,Male,,,Position083,Event0240,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 117, nn. 189-190 (31 dicembre 1636); f. 118, nn. 1-55; 8a (11 ottobre 1636-6 febbraio 1638); f. 119, nn. 56-123 (6 March 1638-26 febbraio 1639); f. 120, nn. 124-176; 132a, 141a-b (7 March 1639-25 febbraio 1640); f. 121, nn. 177-204; 35; 200a, 202a (10 March -10 novembre 1640); f. 122, nn. 1-8, 10-15 (8 dicembre 1640-16 March 1641). * Relazione: Barozzi-Berchet, Le relazioni, I/1, pp. 321-434; Firpo, Relazioni, XIII, pp. 773-888."
Person_105,"Contarini, Bartolomeo",Bartolomeo,Contarini,,,,,,Male,,,Position084,Event0241,,"Relazione: di Bartolomeo Contarini, Sanudo, I diarii, XXVII, coll. 36-44 (sommario); Albéri, Le relazioni, III/3, pp. 55-58 (da Sanudo); di Alvise Mocenigo, Sanudo, I diarii, XXV, coll. 439-441 (sommario); Albéri, Le relazioni, III/3, pp. 51-55 (da Sanudo)."
Person_106,"Contarini, Francesco",Francesco,Contarini,,,,,,Male,,,"Position085, Position086","Event0242, Event0243, Event0244, Event0245",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 57, nn. 26-27 (18-24 agosto 1602); f. 56, nn. 2-3, 7, 11, 14-19, 21-27, 29-37 (3 settembre 1602-22 febbraio 1603); f. 57, nn. 1-33 (6 March -23 agosto 1603); f. 58, nn. 1-29 (6 settembre 1603-21 febbraio 1604); f. 59, nn. 1-11, 14, 17-25 (2 March --28 agosto 1604); f. 60, nn. 2-3, 6, 8-16, 24 (18 settembre 1604-6 gennaio 1605). Dispacci del segretario Gabriele Cavazza Archivio di Stato di Venezia, SDC, f. 59, nn. 12-13, 15-16 (18 maggio-16 giugno 1604). Dispacci: Archivio di Stato di Venezia, SDC, f. 86, nn. 1-3, 54-57 (18 settembre 1618-16 febbraio 1619); f. 87, nn. 58-62; 62a, 68a (2 March -10 maggio 1619).Dispacci: Archivio di Stato di Venezia, SDC, f. 86, nn. 1-3, 54-57 (18 settembre 1618-16 febbraio 1619); f. 87, nn. 58-62; 62a, 68a (2 March -10 maggio 1619)."
Person_107,"Contarini, Leonardo",Leonardo,Contarini,,,,,,Male,,,Position087,"Event0242, Event0243, Event0244, Event0245",,
Person_108,"Contarini, Paolo",Paolo,Contarini,,,,,,Male,,,Position088,Event0246,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 14, nn. 15, 20, 23-70 (12 maggio 1580-26 febbraio 1581); f. 15, nn. 1-61 (4 March 1581-15 febbraio 1582); f. 16, nn. 1-8, 10-14, 16, 18-40, 43-49, 52-54, 56 (6 March -15 novembre 1582)."
Person_109,"Contarini, Simone",Simone,Contarini,,,,,,Male,,,"Position089, Position090","Event0247, Event0248, Event0249, Event0250, Event0251, Event0252, Event0253",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 66, nn. 32-33, 36-37, 40, 49-50, 52-59, 61-63 (21 settembre 1608-24 febbraio 1609); f. 67, nn. 1-3, 5-6, 8-37 (11 March -23 agosto 1609); f. 68, nn. 1-51 (5 settembre 1609-21 febbraio 1610); f. 69, nn. 1-51 (2 March -24 agosto 1610); f. 70, nn. 1-36 (4 settembre 1610-19 febbraio 1611); f. 71, nn. 1-23 (5 March -6 agosto 1611); f. 72, nn. 1-5, 7, 11-12, 14-15, 17, 19-32 (20 agosto 1611-25 febbraio 1612); f. 73, nn. 1-9, 11, 13, 21 (10 March -15 maggio 1612). Dispacci: Archivio di Stato di Venezia, SDC, f. 98, nn. 1-2, 4-6 (24 ottobre 1624-4 gennaio 1625); f. 99, nn. 473-482, 484-493; 7-10 (7 March -4 giugno 1625); f. 100, nn. 494-498; 508a-b (28 giugno-4 agosto 1625). * Relazione: Archivio di Stato di Venezia, CR, b. 5; Barozzi-Berchet, Le relazioni, I/1, pp. 125-254; Firpo, Relazioni, XIII, pp. 473-602. Dispacci: Archivio di Stato di Venezia, SDC, f. 98, nn. 1-2, 4-6 (24 ottobre 1624-4 gennaio 1625); f. 99, nn. 473-482, 484-493; 7-10 (7 March -4 giugno 1625); f. 100, nn. 494-498; 508a-b (28 giugno-4 agosto 1625)."
Person_110,"Contarini, Simone",Simone,Contarini,,,,,,Male,,,Position091,"Event0247, Event0248, Event0249, Event0250, Event0251, Event0252, Event0253",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 185, n. 240 (28 ottobre 1734); f. 186, nn. 1-54; 6a (29 maggio 1734-24 settembre 1735); f. 187, nn. 55-110; 82a (8 ottobre 1735-30 settembre 1736); f. 188, nn. 111-135, 137-149 (5 ottobre 1736-28 July 1737); f. 189, nn. 150-193 (5 agosto 1737-26 maggio 1738); f. 190, nn. 194-222 (4 giugno 1738-24 febbraio 1739); f. 191, nn. 223-244; 236bis (11 March -6 dicembre 1739), f. 192, nn. 7-17 (27 agosto-25 settembre 1739); SAPC, nn. 38-40 (copiario, 25 febbraio 1733-6 dicembre 1739)."
Person_111,"Contarini, Tommaso",Tommaso,Contarini,,,,,,Male,,,"Position092, Position093, Position094, Position095","Event0254, Event0255, Event0256, Event0257, Event0258, Event0259, Event0260, Event0261, Event0262",,"Relazione: (Sommario) BNM, cod. it., cl. VII, 277 (5806), cc. 193-194v; Pedani, Relazioni inedite, pp. 33-39."
Person_112,"Coressi, Bartolomea",Bartolomea,Coressi,,,,,,Female,,,,"Event0254, Event0255, Event0256, Event0257, Event0258, Event0259, Event0260, Event0261, Event0262",PersonPerson0089,
Person_113,"Coressi, Francesca",Francesca,Coressi,,,,,,Female,,,,"Event0254, Event0255, Event0256, Event0257, Event0258, Event0259, Event0260, Event0261, Event0262",,
Person_114,"Coressi, Nicolo",Nicolo,Coressi,,,,,,Male,,,,"Event0254, Event0255, Event0256, Event0257, Event0258, Event0259, Event0260, Event0261, Event0262",,
Person_115,"Cornaro, Alessandro",Cornaro,Alessandro,,Cornaro;Cornar;Corner;Cornari;Corneri,Alessandro,,Dragoman,Male,,Arabic,Position096,Event0263,,
Person_116,"Corner, Daniele",Daniele,Corner,,,,,,Male,,,Position097,Event0263,,
Person_117,"Corner, Pietro",Pietro,Corner,,,,,Provveditore,Male,,,"Position098, Position099",Event0264,,
Person_118,"Corner, Pietro",Pietro,Corner,,,,,,Male,,,,Event0264,,
Person_119,"Correr, Giovanni",Giovanni,Correr,,,,,,Male,,,Position100,Event0265,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 8, nn. 19, 22, 27-38, 40-47, 49-51, 53-92, 94-102, 104-105, 107-115, 117-119, 121-122 (28 maggio 1575-20 febbraio 1576); f. 9, nn. 1-78 (5 March 1576-24 febbraio 1577); f. 11, nn. 1-44, 46-53, 55-61 (7 March -26 novembre 1577); SAPC, reg. 6, cc. 499-579v (copiario, 28 maggio 1575-20 febbraio 1576). * Relazione: Archivio di Stato di Venezia, CR, b. 5; Pedani, Relazioni inedite, pp. 225-257."
Person_120,"Correr, Pietro",Pietro,Correr,,,,,,Male,,,Position101,Event0265,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 208, nn. 92-95 (17 ottobre-5 dicembre 1761); f. 209, nn. 1-55; 50a (4 maggio 1761-3 maggio 1763); f. 210, nn. 55-103 (16 maggio 1763-5 July 1765); 211, nn. 7, 9, 12 (3 gennaio-1 febbraio 1765)."
Person_121,"Corressi, Niccolò",Corressi,Niccolò,,Corressi;Coressi;Corresi;Coresi,Nicola;Nicolà;Nicolò;Nicolo;Nicollo,,Dragoman,Male,,Greek;Turkish,Position102,"Event0266, Event0267","PersonPerson0090, PersonPerson0091",Eufe 2003: 28
Person_122,"Cortivo, Sebastiano del",Cortivo,Sebastiano del,de',Cortivo,Sebastiano;Sebastian,de;di;da,Dragoman,Male,Veneziana,Turkish,"Position103, Position104, Position105","Event0268, Event0269, Event0270, Event0271, Event0272",PersonPerson0092,
Person_123,"daCanal, Giacomo",Giacomo,daCanal,,,,,,Male,,,Position106,"Event0273, Event0274",,
Person_124,"daCanal, Giovanni",Giovanni,daCanal,,,,,Provveditore dell’armata in Golfo,Male,,,Position107,"Event0273, Event0274",,
Person_125,"daLezze, Andrea",Andrea,daLezze,,,,,,Male,,,Position108,"Event0275, Event0276",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 201, nn. 122-134 (3 ottobre 1748-3 giugno 1749); f. 202, nn. 1-46 (22 maggio 1748-4 febbraio 1750); f. 203, nn. 47-97; 49a (5 March 1750-20 febbraio 1752); f. 204, n. 7 (4 novembre 1751)."
Person_126,"Damiani, Paolo",Damiani,Paolo,,Damiani;Damiano;Damian;Damiyani,Paolo;Paulo;Polo;Pavlo,,Dragoman,Male,,Arabic,Position109,"Event0277, Event0278, Event0279, Event0280, Event0281, Event0282, Event0283","PersonPerson0093, PersonPerson0094",
Person_127,"Dandolo, Alvise",Alvise,Dandolo,,,,,,Male,,,Position110,"Event0277, Event0278, Event0279, Event0280, Event0281, Event0282, Event0283",,
Person_128,"Dandolo, Andrea",Andrea,Dandolo,,,,,,Male,,,Position111,Event0284,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 3C, nn. 47-53, 55-58, 61-65 (22 March -20 July 1562).* Relazione: Archivio di Stato di Venezia, CR, b. 1, reg. 2, cc. 50v-54; b. 4; Albéri, Le relazioni, III/3, pp. 161-172 (dalla copia dell’ Archivio di Stato di Venezia )."
Person_129,"Dandolo, Giacomo",Giacomo,Dandolo,,,,,Capitano di Salonicco,Male,,,"Position112, Position113","Event0285, Event0286, Event0287, Event0288, Event0289, Event0290, Event0291",,
Person_130,"Dandolo, Saraceno",Saraceno,Dandolo,,,,,Provveditore dell'armata,Male,,,Position114,Event0292,,
Person_131,"Dario, Giovanni",Giovanni,Dario,,,,,Segretario,Male,,,"Position115, Position116, Position117, Position118","Event0293, Event0294, Event0295, Event0296, Event0297, Event0298, Event0299",,"Dispacci : Archivio di Stato di Venezia, SDC, f. 1A, nn. 1, 21a-41a (31 maggio 1484-28 febbraio 1485), editi da G. Calò, Ventidue dispacci da Costantinopoli al doge Mocenigo, Venezia 1992. Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 1, 21a-41a (31 maggio 1484-28 febbraio 1485), editi da G. Calò, Ventidue dispacci da Costantinopoli al doge Mocenigo, Venezia 1992."
Person_132,"daRiva, Bianco",Bianco,daRiva,,,,,,Male,,,Position119,"Event0293, Event0294, Event0295, Event0296, Event0297, Event0298, Event0299",,
Person_133,"de’Bonisio, Giovanni",Giovanni,de’Bonisio,,,,,Notaio ducale,Male,,,"Position120, Position121","Event0300, Event0301",,
Person_134,"de’Franceschi, Pietro",Pietro,de’Franceschi,,,,,,Male,,,Position122,"Event0300, Event0301",,
Person_135,"de’Freschi, Zaccaria",Zaccaria,de’Freschi,,,,,Segretario,Male,,,Position123,"Event0300, Event0301",,"Relazione: Sanudo, I diarii, V, coll. 26-27 (sommario)."
Person_136,"de’Greci, Pietro",Pietro,de’Greci,,,,,,Male,,,"Position124, Position125","Event0302, Event0303, Event0304",,
Person_137,"de’Ludovici, Daniele",Daniele,de’Ludovici,,,,,Segretario,Male,,,Position126,Event0305,,"Relazione: Archivio di Stato di Venezia, CR, b. 4; b. 88, n. 1; Commemoriali, reg. 21, cc. 144-153v (fu registrata nei Commemoriali , «quia est secreta»); Albéri, Le relazioni, III/1, pp. 1-32."
Person_138,Despina,,Despina,,,,,,Female,,,,Event0305,,
Person_139,"Diedo, Antonio",Antonio,Diedo,,,,,,Male,,,Position127,"Event0306, Event0307",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 203, n. 93 (23 ottobre 1751); f. 204, nn. 1-50 (30 maggio 1751-3 febbraio 1753); f. 205, nn. 51-96; 51a (3 March 1753-16 gennaio 1755); f. 206, n. 8 (2 novembre 1754)."
Person_140,"Diedo, Bertuccio",Bertuccio,Diedo,,,,,già bailo alla corte del basileus,Male,,,Position128,"Event0308, Event0309",,
Person_141,"Diedo, Giovanni",Giovanni,Diedo,,,,,già bailo alla corte del basileus,Male,,,Position129,"Event0308, Event0309",,
Person_142,"Dolfin, Daniele",Daniele,Dolfin,,,,,,Male,,,Position130,"Event0310, Event0311",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 180, nn. 197-202 (15 ottobre-4 dicembre 1726); f. 181, nn. 1-81; 20bis, 45a (3 giugno 1726-13 settembre 1729); f. 182, n. 3a (s.d.). Dispacci : del segretario Orazio Bartolini, f. 182, nn. 1-25; 21a, 25a (25 settembre 1729-12 gennaio 1731)."
Person_143,"Donà, Antonio",Antonio,Donà,,,,,,Male,,,"Position131, Position132","Event0312, Event0313",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 205, n. 93 (1 ottobre 1754); f. 206, nn. 1-52 (16 aprile 1754-20 gennaio 1756); f. 207, nn. 53-120; 59a (1 March 1756-13 febbraio 1758)."
Person_144,"Donà, Giovanni",Giovanni,Donà,,,,,,Male,,,Position133,Event0314,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 197, nn. 268-274 (12 July -19 agosto 1742); f. 198, nn. 1-63; 61a (19 March 1742-20 aprile 1744); f. 199, nn. 64-128 (9 maggio 1744-22 novembre 1745).* Relazione: Archivio di Stato di Venezia, CR, b. 7; Pedani, Relazioni inedite, pp. 949-972."
Person_145,"Donà, Leonardo",Leonardo,Donà,,,,,,Male,,,Position134,Event0315,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 41, n. 49 (27 agosto 1595); f. 42, nn. 3-4, 12, 16-31 (6 settembre-14 dicembre 1595); SAPC, n. 9 (copiario 27 agosto-14 dicembre 1595). * Relazione: F. Seneca , Il doge Leonardo Donà. La sua vita e la sua preparazione prima del dogado, Padova 1959, pp. 263-321; Firpo, Relazioni, XIII, pp. 309-370."
Person_146,"Donà, Pietro",Pietro,Donà,,,,,,Male,,,Position135,Event0315,,
Person_147,"Dragazza, Silvio",Dragazza,Silvio,,Dragazza;Dragaza,Silvio,,Dragoman,Male,Schiava,Illirica,Position136,Event0316,,
Person_148,"Emanuel, Felice",Felice,Emanuel,,,,,,Female,,,,Event0316,,
Person_149,"Emanuel, Filippo",Emanuel,Filippo,de,Emanuel;Emmanuel;Emmanuele;Emanuele,Filippo;Filipo,,Dragoman,Male,Cipriota,Greek;Turkish,Position137,"Event0317, Event0318, Event0319","PersonPerson0095, PersonPerson0096, PersonPerson0097, PersonPerson0098",
Person_150,"Emanuel, Gerolamo",Gerolamo,Emanuel,,,,,,Male,,,,"Event0317, Event0318, Event0319",,
Person_151,"Emanuel, Millisina",Millisina,Emanuel,,,,,,Female,,,,"Event0317, Event0318, Event0319",,
Person_152,"Emo, Angelo",Angelo,Emo,,,,,,Male,,,"Position138, Position139","Event0320, Event0321, Event0322, Event0323",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 183, nn. 1-108; 13bis (27 maggio 1730-25 febbraio 1732); f. 184, nn. 109-158; 124a (7 March 1732-21 febbraio 1733); f. 185, nn. 159-189, 191-240, 243-244; 191bis, 239a, 244a (20 March 1733-30 March 1735); f. 186, nn. 11-12 (16 novembre-17 novembre 1734).* Relazione: BMC, PD 306c/I.4; Relazione dell’ingresso in Costantinopoli del N.H. Angelo Emo, bailo alla Porta Ottomana per la Serenissima Repubblica di Venezia nel 1730, Treviso 1883 (nozze Visinoni-Ancillotto)."
Person_153,"Emo, Benedetto",Benedetto,Emo,,,,,già bailo alla corte del basileus,Male,,,"Position140, Position141, Position142","Event0324, Event0325, Event0326, Event0327, Event0328",,
Person_154,"Emo, Giovanni",Giovanni,Emo,,,,,,Male,,,Position143,Event0329,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 173, nn. 38-44 (28 agosto-4 ottobre 1720); f. 174, nn. 1-54; 9a (6 maggio 1720-31 ottobre 1721); f. 175, nn. 55-125; 90a-b, 91a, 113a (14 novembre 1721-20 febbraio 1723); f. 176, nn. 126-177 (24 febbraio 1723-6 July 1724); f. 177, nn. 6-28 (8 ottobre 1723-7 maggio 1724); SAPC, n. 36 (copiario, 6 giugno 1719-6 July 1724)."
