document_id,title,page,languages,english_summary,transcription,transliteration,date,date_text,date_type,places,topics,agencies,related_objects,notes,related_people,related_document,genre
Carte_Turche_466,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  67",67,Ottoman,"Order sent to the kad€± of €¡zmir upon the request of the Venetian bailo regarding the fees demanded from Venetian merchants at the port of €¡zmir. Normally, payment of a small amount of money to the kethÌ_das at the port by captains of the Venetian ships started as a tradition and as a gift. However, gradually the amount increased and now the kethÌ_das are demanding a portion of the goods that the merchants bring. The English and French merchant ships pay 500 akÌ¤e for this. The kad€± is ordered to allow only 500 akÌ¤e to be demanded from the Venetians and nothing more.",,,1626-03-25,Evahir-i CemaziÌ_lahir 1035:Evahir,Hijri,€¡zmir,merchant affairs;customs  fees  ;ahdname,€¡zmir Kad€±s€±;Venedik balyosu,ArchivalObject013,,,,genredoc0413
Carte_Turche_467,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  68",68,Ottoman,"Order sent to the sancakbey and kad€± of Hersek upon the request of the ambassadors of France, Venice and Nederlands in Istanbul regarding their men who were traveling from Europe to the Porte with their letters. Those men were captured by a non-Muslim Ottoman subject in Hersek and were harassed and oppressed. The Ottoman officals are ordered to punish that man and send those letter that the ambassadors' men carrying to the Porte.",,,1626-04-01,Evail-i Receb 1035:Eva'il,Hijri,Hersek;Kotor,ahdname;safe conduct,Hersek Sancakbeyi;Hersek Kad€±s€±;Venedik balyosu,ArchivalObject013,,,,genredoc0414
Carte_Turche_468,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  69 70 71",69 70 71,Ottoman,Order sent to the beylerbeyi of Bosna and sancakbeyi and kad€± of Kilis upon the letter of the sancakbey of Kilis to the Porte. The sancakbey informed the Porte that the Venetians attacked the Ottoman lands from several of their fortresses aroundthe region. There killed many people and caused problems in the districts close to their fortresses. There had been border issues since the border was drawn between the Porte and the Venetian lands. The beylerbeyi is ordered to send documents regarding the drawing of the border between Venice and the Ottoman Empire to the Porte and investigate the issue.,,,1626-05-02,_aban 1035,Hijri,Bosna;Kilis;Turencir,ahdname;border disputes,Bosna muhafazas€±nda olan Vezir Taha PaÙa;Kilis sancakbeyi;Kilis Kad€±s€±;Venedik balyosu;Venedik beyleri,ArchivalObject013,,,,genredoc0415
Carte_Turche_469,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  72",72,Ottoman,"Order sent to the sancakbeys and kad€±s in the province of Rumeli regarding the arrival of the envoys from Naples (Anaboli) and from the Spanish King. Spain has been an enemy of the Porte and now they want to mend their ways with the Porte and sent envoys from Naples for peace. However, it has been decided that the Spanish are not genuine in their petition. And they were rejected once. Now, it has been heard that they are still sending envoys and those envoys already reached Ragusa. The Ottoman officials are ordered to send those envoys back to their countries and expel them from the Ottoman lands as soon as possible.",,,1626-05-15,Evas€±t-€± _aban 1035:Evasit,Hijri,Rumeli;Anaboli;Dubrovnik,diplomatic affairs,Vilayet-i Rumeli'nde vaki olan sancakbeyleri;Vilayet-i R€±melide vaki olan Kad€±lar,ArchivalObject013,,,,genredoc0416
Carte_Turche_47,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  49",49,Ottoman,Order sent to the beylerbeyi and kad€± of Haleb upon the bailo's request regarding Hac€± Mehmed Bey who was helping the Venetian merchants send their letters to the bailo in €¡stanbul. Ottoman officials are ordered to obey the rules of ahdname and not to let anybody except for Hac€± Mehmed Bey interfere with this business.,,,1590-10-05,Evail-i Zilhicce 998:Eva'il,Hijri,Haleb,,Haleb Beylerbeyi;Haleb Kad€±s€±;Venedik balyosu,ArchivalObject009,,PersonDocumentRelation0156,,genredoc0417
Carte_Turche_470,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  73",73,Ottoman,"Order sent to the beys of Ragusa regarding the arrival of the envoys from Naples (Anaboli) and from the Spanish King. Spain has been an enemy of the Porte and now they want to mend their ways with the Porte and sent envoys from Naples for peace. However, it has been decided that the Spanish are not genuine in their petition. And they were rejected once. Now, it has been heard that their envoys already reached Ragusa. The Ragusans are ordered to send those envoys back to their countries and expel them from the Ottoman lands as soon as possible.",,,1626-05-15,Evas€±t-€± _aban 1035:Evasit,Hijri,Dubrovnik,diplomatic affairs,,ArchivalObject013,,,,genredoc0418
Carte_Turche_471,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  74",74,Ottoman,"Order sent to the sancakbey and kad€± of De€Ùirmenlik and Yare upon the request of the Venetian bailo regarding the appointment of a new Venetian consul to this area to handle the business of the Venetian merchants. The consul and his men are to be protected and not to be harassed by anyone. The Ottoman officials are said that the consul has the same rights and responsibilities with the Venetian consuls in Egypt, Aleppo, €¡zmir and Cyprus. The text lists the responsibilites and the rights of the Venetian consul in the area.",,,1626-05-15,Evas€±t-€± _aban 1035:Evasit,Hijri,De€Ùirmenlik;Yare;M€±s€±r;K€±br€±s;€¡zmir,ahdname;diplomatic affairs,"De€Ùirmenlik Sancakbeyi;De€Ùirmenlik Kad€±s€±;Yare (Pare, Para, Paros) Kad€±s€±;Venedik balyosu;Venedik konsolosu",ArchivalObject013,,,,genredoc0419
Carte_Turche_472,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  75",75,Ottoman,"Order sent to the sancakbeys, kad€±s, custodians (dizdars), voivodas, emins of ports on the route between Venice and Istanbul regarding the arrival of a new bailo from Venice due to the fact that the term of the current bailo has ended. The new bailo will come by the sea route. The Ottoman officials are ordered to protect him, his men, and belongings and accept him if he stops by their district and to provide him and his men with necessary foodstuff and other things in exchange for money.",,,1626-06-10,Evas€±t-€± Ramazan 1035:Evasit,Hijri,,ahdname;diplomatic affairs;safe conduct,Venedikden SÌ_dde-i Saatedime gelince yal€±larda olan Sancakbeyleri;Zikr olunan sancaklarda vaki olan kad€±lar;zikr olunan kad€±larda olan kale dizdarlar€±;voyvodalar;iskele eminleri;Venedik balyosu;Venedik beyleri,ArchivalObject013,,,,genredoc0420
Carte_Turche_473,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  76",76,Ottoman,"Order sent to the beylerbeyi of Bosna, kad€± of Belgrad, sancakbeys, kad€±s, and voivodas on the route between Venice and Istanbul regarding the arrival of a new bailo from Venice due to the fact that the term of the current bailo has ended. The new bailo will come by the land route. The Ottoman officials are ordered to protect him, his men, and belongings and accept him if he stops by their district and to provide him and his men with necessary foodstuff and other things in exchange for money",,,1626-06-10,Evas€±t-€± Ramazan 1035:Evasit,Hijri,Bosna;Belgrad,ahdname;diplomatic affairs,Bosna Muhafazas€±nda olan Vezir (gap in the text) PaÙa;Belgrad kad€±s€±;Venedikden SÌ_dde-i Saadetime gelince yol Ì_zerinde vaki olan Sancakbeyleri;zikr olunan sancaklarda vaki olan kad€±lar;zikr olunan kad€±l€±klarda vaki olan voyvodalar;Venedik balyosu;Venedik beyleri,ArchivalObject013,,,,genredoc0421
Carte_Turche_474,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  77",77,Ottoman,"Mektub sent by Kapudan Receb PaÙa to Mustafa Bey regarding goods of the Venetian merchant, which were captured along with a Venetian ship in the Aegean Sea by corsairs from Tunus and Algeria. Those goods were sold in De€Ùirmenlik and around this region. Mustafa Bey is asked to return those goods to the Venetians.",,,04-06-13,no date,Gregorian,De€Ùirmenlik;€¡zmir,ahdname;corsairs,Kapudan Receb PaÙa;Mustafa Bey,ArchivalObject013,,PersonDocumentRelation0157,,genredoc0422
Carte_Turche_475,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  78",78,Ottoman,"Mektub sent by Kapudan Receb PaÙa to the sancakbey of De€Ùirmenlik and kad€±s of the islands located in the Mediterrenean regarding goods of the Venetian merchant, which were captured along with a Venetian ship in the Aegean Sea by corsairs from Tunus and Algeria. Those goods were sold in De€Ùirmenlik and around this region. Mustafa Bey is asked to return those goods to the Venetians.",,,04-06-13,no date,Gregorian,€¡zmir;De€Ùirmenlik;Tunus,ahdname;corsairs,De€Ùirmenlik Sancakbeyi;Akdenizde olan cezirelerin Kad€±lar€±,ArchivalObject013,,,,genredoc0423
Carte_Turche_476,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  79",79,Ottoman,"Mektub sent by Receb PaÙa to the kad€± and dizdar of Anabolu regarding the goods of Nikola Orlando, Venetian merchant from €¡zmir. Those goods were captured along with a Venetian ship. After investigation, it has been learned that the ship was sold at Anabolu. Accordingly a kapucu from Porte with an Imperial Order was sent. The kad€± and dizdar are asked to obey the orders.",,,04-06-13,no date,Gregorian,De€Ùirmenlik;Anabolu,ahdname;corsairs,Anabolu Kad€±s€±;Anabolu Dizdar€±,ArchivalObject013,,PersonDocumentRelation0158,,genredoc0424
Carte_Turche_477,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  80",80,Ottoman,Order sent to the kad€± of €¡stanbul upon the request of the Venetian bailo regarding the repair of a church close to the Edirne Kap€± area in €¡stanbul. One of the walls and rooms close to the church are in bad condition. When they attempted to repair it some people interfered and stopped them. The kad€± is ordered to allow those people repair their churches and not to let anyone interfere in this issue.,,,1626-08-25,Evail-i Zilhicce 1035:Eva'il,Hijri,Edirne Kap€±,religious affairs,€¡stanbul Kad€±s€±;Venedik balyosu,ArchivalObject013,,,,genredoc0425
Carte_Turche_478,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  83",83,Ottoman,Mektub sent by Kaymakam HÌ_seyin to DerviÙ A€Ùa in Gelibolu regarding the extra money demanded illegally from Venetian and Cretan ships arriving in Gelibolu. DerviÙ A€Ùa is aslked to act in accordance with the ahdname rules and not to demand anything extra from Venetian and Cretan ships.,,,04-06-13,no date,Gregorian,Girid;Gelibolu,ahdname;customs  fees,Gelibolu muhafazas€±nda olan DeviÙ A€Ùa;Kaymakam [Kaim-i makam] HÌ_seyin,ArchivalObject013,,,,genredoc0426
Carte_Turche_479,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  84",84,Ottoman,"Mektub sent by Receb PaÙa to the beylerbeyi of M€±s€±r (Egypt) regarding the Venetian consul in Egypt who wishes to visit Jarusalem and then return to Venice and meanwhile he wants to appoint someone in his place. The beylerbeyi is reminded that an order was sent from the Porte in this vein and he should allow the Venetian consul appoint a kaymakam, visit Jarusalem and return to Venice.",,,1626-09-05,no date,Gregorian,M€±s€±r;KÌ_ds-Ì_ Ùerif,ahdname;diplomatic affairs,M€±s€±r Beylerbeyi Receb PaÙa (?);Venedik balyosu;Venedik konsolosu,ArchivalObject013,,,,genredoc0427
Carte_Turche_48,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  50-51",50-51,Ottoman,"An arz regarding the attack of Uskok corsairs and following court procedures involving the Venetian officials including the bailo. Merchants were attacked by the Uskok corsairs and their clothes, goods were seized. They claim their loss from the Venetian authorities.",,"Sebeb-i tahriri huruf budur ki dergah-€± ali Ì¤avuÙlar€±ndan fahr-i cuyuÙ Seyyid Abdi ÌàavuÙ ibn Seyyid Ahmed nam kimesne meclis-i Ùer‰Û÷Ì_ Ùerifde Venedik beyleri adamlar€±ndan olan Marko Antoni BoriÙi nan efrenc mahzurunda ikrar Ùer‰Û÷i k€±lub bundan akdem Venedik kÌ¦rfezini haramiden ve levendden hafz ve haraset iÌ¤Ì_n Venedik beyleri hazinelerinden kÌ_lli akÌ¤e harc edÌ_b makdurlar€±n sarf itme€Ùle ekseriya ayade ve revade kemal mertebe-i emin ve salim olub bir ferdin mal€±na ve kendine zarar iriÙdirmedikleri muhakkak ma‰Û÷lum olub bundan mukaddem Gila dimekle ma‰Û÷ruf mevzi‰Û÷ karibinde ba‰Û÷z€± levend basub esbab ve emvalimi garet iyleyÌ_b Venedik balyoslar€±nda da‰Û÷va ve taleb itmiÙ idÌ_m hala haberleri olmadu€Ùu malum olma€Ùla ve ahdname-i hÌ_mayun muktezas€±nca Venedik beylerine zaman laz€±m oldu€Ùuna binaen Venedik beylerinin ve balyoslar€±n€±n ve tercÌ_manlar€±n€±n ve sair zabitlerinin zimmetlerin husus-u mezbura mÌ_teallik da‰Û÷vadan ibra‰Ûª itdÌ_m Vesnik dimekle ma‰Û÷ruf kal‰Û÷a Uskoklar€± haramilerinden sad€±r olan zarar ve gozend iÌ¤Ì_n ve sene 993 ZÌ_lkadresinde halik olan Cevan Bunavenkore nam Nasraninin muhalefat€± hususunda olan da‰Û÷vamdan Venedik beylerinin ve tercÌ_manlar€±n€±n ve sair zabitlerinin zimmetlerin ibra‰Ûª-i ‰Û÷am-€± kat‰Û÷a ile ibra ve iskat iyledÌ_m ba‰Û÷de‰Ûªl-yevm husus-u mezbura mÌ_teallik asalaten ve vekaleten da‰Û÷va sad€±r olursa ledaÌ_‰Ûªl-hÌ_kamÌ_‰Ûªl-keram mesmu‰Û÷ ve makbul olmaya dedÌ_kde makarr-€± mezkurun vech-i meÙruh Ì_zere vaki‰Û÷ olan kelam€±n makarrile al-masfur bi‰Ûªl-muvacaha tasdik iyledÌ_kden sonra ÙÌ¦yle ki vaki‰Û÷ haldir gibbÌ_‰Ûªl-celb mecelle kayd olunub sureti bir talebe vazi‰Û÷ olundu ledaÌ_‰Ûªl-hacce muzakker macera ola tahriren fi‰Ûªl-yevmÌ_‰Ûªl-rabi‰Û÷ ve iÙrun min Ùehr-i zi‰Ûªhicce sene semane ve tis‰Û÷un ve tis‰Û÷a mie. Seyyid Abdullah, ÌàavuÙ ibn Seyyid Ahmed, Mehmed ibn €¡slam, Mehmed Ìàelebi ibn Yusuf, Hasan ibn Abdullah, mÌ_ezzin Musa, ÌàavuÙ ibn Mana, Mehmed ibn Yakub, €¡brahim ibn Ahmed Hasan, Ìàelebi ibn Halim, Zennun ibn Hayn, Katib Hasan, Abdulkadir ibn Hac€± 51r La causa della presente scrittura Ì¬ questa Che Seid Abdi Chiaus dell' Ecc.sa porta fig.lo di Seid Ahmet ha esposto innanzi al Tribunal della Nobil giustitia in presentia di Marco Antonio Borissi huomo della Segnoria di Venetia inquesto modo, io so certo che essa Segnoria di Venetia spendi molti denari per custodir il Golfo dalli Corsari et altri ladri, et percio la magior parte di quelli che negotiano vano et vengono sani et salvi, et non vien fatto alcun danno alle persone di Viandanti ne alle loro robbe, et havendo per il passato Certi Corsari depredato la mia robba et faculta vicino alla gabella di Nare[n]ta il che no' sucesse dal canto ne per causa della seg.ria et se ben essa seg.ria non haveva interesse ne da far in cio cosa alcuna, tuttavia io ho fatto dimande et preteso detta mia faculta dalli Baili di Venetia Hora mo per esser io certificato che detta Seg.ria di Venetia non haveva questa alcuna notitia ne meno per li ecc.si cap.i Ì¬ tenuta ariffarmi pero ho fatto acquetanza delle dimande fatte per conto delle cose sopranarrate co' essa seg.ria con li Baili con li dragomani et con altri suoi Ministri, et anco ho fatto acquetanza generalmente et decisamente della dimanda che io facevo per il dan'o fatto i Ladri Vscochi della fortezza di Segna et anco per la dima'da fatta per la robba che io pretendevo da Gio Bona ventura Christ[iano] morto l'anno 993 nel mese di Silchade cio Ì¬ l'anno 1585, nel mese di [blank space] con la seg.ria con li Baili con li Dragomani et con altri Ministri, et havendo anco detto che doppo questo giorno se ne [me?] occoresse far litte Ì_ dimande per conto delle soprad.te cause personalm.te Ì_ per via di miei Commessi non sia udito ne accetato dalli honorati giudici, et havendo egli ratifficato le cose sopranarrate in presentia del sopra. M. A. et quel tanto che Ì¬ inquesto fatto occorso ÌÊ loro richiesta Ì¬ statta fatta la pre'te scrittura et Registrata et la copia Ì¬ statta data ÌÊ chi l'ha ricercata accio che occorendo gli serva per chiareza. Datti alli 24 di Silchade l'anno 998, cio e circa li 23 otto. 1590 Test.ni dell' fatto Mehemet fig. l di Islam Antistite, Mehemet Zelebi fig.lo di Jusuf Asan fig.l di Abdula Muesin Mussa Chiaus fig.lo di elia Mehemet fig.l di giacub Ibraim fig.l di Amsa Asan Zelebi fig.l di Vsain Sinan fig.l di Vsain Jusuf fig.l di Abdula Abdulcadri fig.l di Alli Asan scrivano et altri che erano p.ti",1590-11-24,24 Zilhicce 998,Hijri,Venedik;kÌ¦rfezi,commercial dispute;corsairs,Venedik beyleri;Venedik balyoslar€±;Venedik tercÌ_manlar€±,ArchivalObject009,,,,genredoc0428
Carte_Turche_480,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  85",85,Ottoman,"Order sent to the kad€± of Jarusalem and beylerbeyis and sancakbeys on the land and on the sea, kad€±s, custodians, a€Ùas of troops, voivodas and emins of the ports on the route between Venice and Jarusalem upon the request of the Venetian bailo regarding the Venetian consul in Egypt who wishes to visit Jarusalem and then return to Venice. His petition was granted. The Ottoman officials are ordered to protect him during his visit and during his travels and never allow anyone attack him, his men or belongings.",,,1626-09-05,Evas€±t-€± Zilhicce 1035:Evasit,Hijri,KÌ_ds-Ì_ Ùerif,ahdname;safe conduct,KudÌ_s-i _erif (not in the text but should be: kad€±s€±na) Kad€±s€±;KudÌ_s-i _erifden Venedike var€±nca derya ve kara beylerbeyleri;beyler;kad€±lar€±;kale dizdarlar€±;neferat a€Ùalar€±;voyvodalar;eminler;Venedik balyosu;Venedik beyleri;Venedik konsolosu,ArchivalObject013,,"PersonDocumentRelation0159, PersonDocumentRelation0160",,genredoc0429
Carte_Turche_481,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  86",86,Ottoman,"Order sent to the beylerbeyi of Egypt upon the request of the Venetian bailo regarding the Venetian consul in Egypt's wish to visit Jarusalem in accordance with their beliefs and then return to Venice and meanwhile to appoint someone as his representative in Egypt. The beylerbeyi is ordered to allow him to go to Jarusalem and then Venice with his head dragoman, Pavlo.",,,1626-09-05,Evas€±t-€± Zilhicce 1035:Evasit,Hijri,M€±s€±r;KÌ_ds-Ì_ Ùerif,ahdname;diplomatic affairs;safe conduct,M€±s€±r Beylerbeyi;Venedik balyosu;Venedik konsolosu;Venedik beyleri,ArchivalObject013,,PersonDocumentRelation0161,,genredoc0430
Carte_Turche_482,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  87",87,Ottoman,"Order sent to the beylerbeyi of Bosna upon the request of the Venetian bailo regarding the attacks on the Venetian territories by Halil and his men. In spite of previous order, Halil somehhow managed to free himself and now he is still oppressing the Venetian subjects along the Bosnian border. The beylerbeyi is ordered to find him and punish him accordingly in line with the previous orders and ahdname.",,,1626-02-20,Evahir-i CemaziÌ_levvel 1035:Evahir,Hijri,Bosna,ahdname;border disputes,Bosna Beylerbeyi;Venedik balyosu,ArchivalObject013,,PersonDocumentRelation0162,,genredoc0431
Carte_Turche_483,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  88",88,Ottoman,"Order sent to the beylerbeyi of Bosna upon the request of the Venetian bailo regarding the Venetian merchants. They used to come to the port and sell and buy their goods in the past and caused so much revenue for the treasury. Recently however, Ragusans and the Ottoman emin in Ragusa began to harass the Venetian merchants and the emin confiscated some of their goods. The beylerbeyi is ordered to stop such practices as these acts are against the ahdname.",,,1626-12-15,Evahir-i RebiÌ_levvel 1036:Evahir,Hijri,Bosna;Dubrovnik,merchant affairs;ahdname,Bosna Beylerbeyi;Venedik balyosu,ArchivalObject013,,,,genredoc0432
Carte_Turche_484,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  89",89,Ottoman,TemessÌ_k given by the Venetian bailo to Murad A€Ùa for the delivery of total of 10 thousand medre of wine to the bailo for the year of 1036.,,,1627-01-15,Evahir-i RebiÌ_lahir 1036:Evahir,Hijri,,bailo's house,Emin Murad A€Ùa;Venedik balyosu,ArchivalObject013,,,,genredoc0433
Carte_Turche_485,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  90",90,Ottoman,Order sent to the kad€±s and dizdars of Bo€Ùazhisar upon the request of the bailo regarding the Venetian ship confiscated at the straits. Kapudan Hasan PaÙa also sent a letter so that th ship would be released. The Ottoman officials are ordered to release the ship.,,,1627-01-25,Evail-i CemaziÌ_levvel 1036:Eva'il,Hijri,Bo€Ùazhisar,merchant affairs;ahdname,Bo€Ùazhisar Kad€±lar€±;Bo€Ùazhisar Dizdarlar€±;Venedik balyosu,ArchivalObject013,,,,genredoc0434
Carte_Turche_486,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  91?",91?,Ottoman,Mektub sent by Hasan PaÙa to dizdar of Bo€Ùazhisar and Memi Reis regarding the confiscated Venetian ship. The dizdar and Memi Reis are asked to release the Venetian ship.,,,1626-12-25,Evail-i RebiÌ_lahir 1036:Eva'il,Hijri,Bo€Ùazhisar,ahdname,Bo€Ùazhisar dizdar€±;Memi Reis;Hasan PaÙa,ArchivalObject013,,,,genredoc0435
Carte_Turche_487,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  102",102,Ottoman,Mektub sent by the kad€± of Rumeli to the kad€± of Sultaniyye regarding the Venetian ship that was not allowed to go. Some Muslim young people were found as imprisoned and that is why the ship was kept. Now the Porte sent an order to release the ship. The kad€± is asked to allow the ship sail as soon as possible.,,,1627-02-17,Gurre -i CemaziÌ_lahir 1036:Gurre,Hijri,Sultaniyye;Rumeli,ahdname,Sultaniyye Kad€±s€±,ArchivalObject013,,,,genredoc0436
Carte_Turche_488,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  103",103,Ottoman,Mektub sent by Hasan PaÙa to Mehmed A€Ùa regarding the release of the Venetian ship. Mehmed A€Ùa is asked to allow the Venetian ship sail.,,,1626-12-25,Evail-i RebiÌ_lahir 1036:Eva'il,Hijri,,ahdname,Mehmed A€Ùa;Hasan PaÙa,ArchivalObject013,,,,genredoc0437
Carte_Turche_489,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  104",104,Ottoman,"Order sent to the sancakbeys, kad€±s, and custodians on the route between Venice and Cyprus and €¡skenderun upon the request of the bailoo regarding the increase of the corsairs activities and setting off of three Venetian ships with goods worth of 10X10,0000 golds to Cyprus and Iskenderun. The Venetians sent two war ships to protect the above mentioned Venetian merchant ships. The Ottoman officals are ordered to welcome the merchants and the other Venetian ship into their realm.",,,1627-02-10,Evahir-i CemaziÌ_levvel 1036:Evahir,Hijri,K€±br€±s;€¡skenderun,corsairsahdname;safe conduct,Venedikden cezire-i K€±br€±s ve €¡skenderun liman€±na varub gelince dergah muhafazas€±nda ve leb-i deryada olan Sancakbeyleri;Zikr olunan sancaklarda vaki olan Kad€±lar;Zikr olunan [sancaklardaki] kale dizdarlar€±;Venedik beyleri;Venedik balyosu,ArchivalObject013,,,,genredoc0438
Carte_Turche_49,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  52 - 53",52 - 53,Ottoman,"Order sent to the kad€± of €¡zmir upon the request of the Venetian bailo in €¡stanbul regarding taxes claimed by a certain tax farmer in €¡zmir that are against the ahdname. Although another order was sent in the past with regard to the same subject, the tax farmer did not obey. This time kad€± is ordered to prevent such local officials from collecting taxes that are not in compliance with the agreements.",,,1590-10-28,28 Zilhicce 998,Hijri,€¡zmir,commercial disputes,€¡zmir Kad€±s€±;Venedik balyosu,ArchivalObject009,,,,genredoc0439
Carte_Turche_490,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  1",1,Ottoman,"Mektub sent by the Ottoman sultan to the Dodge of Venice regarding several disputes between the Venetians and the Ottomans. According to ahdname and conditions of peace, ships from the Porte and Venice are supposed to be in peace when they come accross each other on the sea. However, there was a battle between Venetian ships and Ottoman ones in the port of Andize as reported by Perviz Bey. The issue was solved through the Venetian bailo in Istanbul. The Dodge is asked to ensure that the Venetians obey the peace as well. Moreover, the Porte sent orders to the border districts in Bosnia ordering them not to attack the Venetian territories. In the same vein, the dodge is asked to ensure that the Venetians don't attack the Ottoman lands.",,,1627-01-25,Evail-i CemaziÌ_levvel 1036:Eva'il,Hijri,Andize;Girid;Kilis,ahdname;border disputes;corsairs,Andize Beyi Perviz Bey;Girid kapudan€±;Venedik doju,ArchivalObject014,,,,genredoc0440
Carte_Turche_491,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  2",2,Ottoman,"Mektub sent by Kaymakam Receb PaÙa to the Dodge of Venice regarding battles between the Venetians and the Ottomans on the ase. According to ahdname and conditions of peace, ships from the Porte and Venice are supposed to be in peace when they come accross each other on the sea. However, there was a battle between Venetian shipsled by the Kapudan (Admiral) of Crete and Ottoman ones in the port of Andize as reported by Perviz Bey. The Dodge is asked to ensure that the Venetians obey the peace as well.",,,1627-01-25,Evail-i CemaziÌ_levvel 1036:Eva'il,Hijri,Girid;Andize,ahdname;safe conduct,Receb PaÙa;Girid Kapudan;Venedik balyosu,ArchivalObject014,,PersonDocumentRelation0163,,genredoc0441
Carte_Turche_492,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  3",3,Ottoman,"Mektub sent by Kapudan Hasan PaÙa to the Dodge of Venice regarding the friendship between Venice and the Porte and thedispute between the Venetian admiral of Crete and the Ottoman sancakbey of Andize. The first half of the text mentions that the Dodge has been in friendhip with the Porte and when Hasan PaÙa became the admiral he sent the paia letter and congratulated him. On several occasions the dodge complained about the corsairs and the paÙa has been trying to get rid of these corsairs for the sake of friendship. Moreover, according to ahdname and conditions of peace, ships from the Porte and Venice are supposed to be in peace when they come accross each other on the sea. However, there was a battle between Venetian ship led by the Venetian admiral of Crete and Ottoman ships in the port of Andize as reported by Perviz Bey. The Dodge is asked to ensure that the Venetians obey the peace as well and ensure that the Venetian ship approach the Ottomans in peace.",,,1627-01-25,no date,Gregorian,Girid;Andize,ahdname;corsairs;diplomatic affairs,Andize Sancakbeyi Kapudan Hasan PaÙa;Venedik doju;Venedik balyosu,ArchivalObject014,,"PersonDocumentRelation0164, PersonDocumentRelation0165",,genredoc0442
Carte_Turche_493,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 335 Page  8",8,Ottoman,"Order sent to the beylerbeyi of Buda and kad€± and voivoda of Belgrad upon the request of the Venetian bailo regarding the appointment of a new bailo from Venice. As the term of the current bailo has ended, a new noble bailo was sent from Venice but in Belgrad he was thought to be an envoy from the Habsburg Empire and was detained. The Ottoman officials are ordered to release him and safely send him to the Porte.",,,1627-02-01,Evas€±t-€± CemaziÌ_lahir 1036:Evasit,Hijri,Belgrad;Budin,ahdname;safe conduct,Budin Beylerbeyi;Belgrad Kad€±s€±;Belgrad Voyvodas€±;Venedik beyleri;Venedik balyosu,ArchivalObject013,,,,genredoc0443
Carte_Turche_494,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 251, fasc. 336 Page  8?",8?,Ottoman,"Given to the Venetians with regard to the battle between the Venetian admiral of Crete and Perviz Bey of Andize. The Venetian admiral mistook the Ottomans and killed some soldiers and other men. However, when he understood that it was an Ottoman ship, he returned everything back and treated Perviz Bey friendly. The issue was seen at the court and the Venetian bailo agreed to pay 3 thousand guruÙ for the killed men. Thus, Perviz bey and his respresentatives agreed to close the case in the presence of the witnesses and judges. The money was paid by the representative of the bailo in full.",,,1627-02-20,4 CemaziÌ_lahir 1036,Hijri,Andize;Kas€±mpaÙa,ahdname,"Kapudan Hasan PaÙa;FranÌ¤esko Kavarini;Corcu Custinyan Kavalir, bailo",ArchivalObject014,,,,genredoc0444
